"ID","TRAIN_COST_SCALED","TRAIN_TT_SCALED","SM_COST_SCALED","SM_TT_SCALED","CAR_CO_SCALED","CAR_TT_SCALED","CHOICE"
392,0,0.9,0,0.41,0.52,0.56,1
392,0,0.97,0,0.41,0.32,0.91,1
392,0,0.97,0,0.44,0.4,0.56,1
392,0,0.97,0,0.41,0.32,0.56,1
392,0,1.11,0,0.44,0.52,0.56,1
392,0,0.97,0,0.44,0.4,0.7,1
393,2.45,0.64,2.45,0.31,0.7,0.6,2
393,1.84,0.64,2.65,0.35,0.56,0.48,1
393,1.84,0.54,2.45,0.33,0.56,0.78,1
393,1.84,0.57,2.65,0.35,0.91,0.78,2
393,2.04,0.57,2.45,0.35,0.91,0.48,2
393,2.45,0.54,2.65,0.33,0.56,0.6,2
393,2.04,0.54,2.45,0.35,0.7,0.78,2
393,2.45,0.57,3.26,0.35,0.91,0.6,1
393,2.04,0.54,2.65,0.31,0.91,0.6,2
394,5.76,2.17,6.24,1.04,1.5,2.34,2
394,5.76,1.97,5.76,0.98,1.95,2.34,2
394,5.76,2.57,7.68,1.12,1.2,2.34,2
394,4.8,1.97,7.68,1.04,1.2,1.44,1
394,4.32,2.57,5.76,1.04,1.95,1.8,1
394,4.32,2.17,7.68,0.98,1.2,1.8,1
394,5.76,1.97,7.68,1.12,1.5,1.44,2
394,4.32,1.97,6.24,1.12,1.5,1.8,1
394,4.8,2.57,6.24,0.98,1.5,1.44,2
396,0.7,1.27,0.75,0.51,0.8,1.56,2
396,0.7,1.16,0.7,0.46,1.04,1.56,2
396,0.7,1.48,0.93,0.57,0.64,1.56,2
396,0.58,1.16,0.93,0.51,0.64,0.96,2
396,0.52,1.48,0.7,0.51,1.04,1.2,2
396,0.52,1.27,0.93,0.46,0.64,1.2,3
396,0.7,1.16,0.93,0.57,0.8,0.96,2
396,0.52,1.16,0.75,0.57,0.8,1.2,2
396,0.58,1.48,0.75,0.46,0.8,0.96,2
442,0.3,1.03,0.34,0.31,0.4,0.7,2
442,0.22,0.82,0.26,0.34,0.32,0.91,2
442,0.22,1.03,0.28,0.38,0.32,0.56,3
442,0.22,0.89,0.28,0.38,0.52,0.91,2
442,0.25,0.89,0.29,0.38,0.52,0.56,2
442,0.25,0.82,0.29,0.38,0.4,0.91,2
442,0.3,0.82,0.38,0.34,0.32,0.7,2
442,0.25,0.82,0.32,0.31,0.52,0.7,2
442,0.3,0.89,0.43,0.38,0.52,0.7,2
443,0.79,2.71,0.94,1.04,1.45,2.99,2
443,0.79,2.45,0.88,0.95,1.88,2.99,2
443,0.79,3.23,1.1,1.16,1.16,2.99,2
443,0.66,2.45,0.94,1.04,1.16,1.84,3
443,0.59,3.23,0.72,1.04,1.88,2.3,2
443,0.59,2.71,0.86,0.95,1.16,2.3,2
443,0.79,2.45,1.1,1.16,1.45,1.84,3
443,0.59,2.45,0.74,1.16,1.45,2.3,2
443,0.66,3.23,0.8,0.95,1.45,1.84,3
444,0.31,1.26,0.38,0.47,0.45,0.7,2
444,0.23,0.94,0.28,0.5,0.36,0.91,2
444,0.23,1.26,0.31,0.54,0.36,0.56,2
444,0.23,1.05,0.31,0.54,0.58,0.91,2
444,0.26,1.05,0.32,0.54,0.58,0.56,2
444,0.26,0.94,0.32,0.54,0.45,0.91,2
444,0.31,0.94,0.4,0.5,0.36,0.7,2
444,0.26,0.94,0.34,0.47,0.58,0.7,2
444,0.31,1.05,0.45,0.54,0.58,0.7,2
445,0.19,0.54,0.25,0.3,0.3,0.65,2
445,0.19,0.51,0.22,0.28,0.39,0.65,2
445,0.19,0.61,0.31,0.32,0.24,0.65,1
445,0.16,0.51,0.26,0.3,0.24,0.4,1
445,0.14,0.61,0.18,0.3,0.39,0.5,2
445,0.14,0.54,0.22,0.28,0.24,0.5,2
445,0.19,0.51,0.31,0.32,0.3,0.4,1
445,0.14,0.51,0.19,0.32,0.3,0.5,1
445,0.16,0.61,0.21,0.28,0.3,0.4,2
446,0.31,1.1,0.4,0.55,0.4,0.91,2
446,0.31,0.99,0.36,0.52,0.52,0.91,2
446,0.31,1.32,0.45,0.59,0.32,0.91,3
446,0.26,0.99,0.4,0.55,0.32,0.56,3
446,0.23,1.32,0.28,0.55,0.52,0.7,2
446,0.23,1.1,0.36,0.52,0.32,0.7,2
446,0.31,0.99,0.45,0.59,0.4,0.56,2
446,0.23,0.99,0.29,0.59,0.4,0.7,2
446,0.26,1.32,0.32,0.52,0.4,0.56,2
447,0.31,1.04,0.4,0.49,0.4,1.04,2
447,0.31,0.97,0.36,0.46,0.52,1.04,2
447,0.31,1.18,0.45,0.53,0.32,1.04,2
447,0.26,0.97,0.4,0.49,0.32,0.64,2
447,0.23,1.18,0.28,0.49,0.52,0.8,2
447,0.23,1.04,0.36,0.46,0.32,0.8,2
447,0.31,0.97,0.45,0.53,0.4,0.64,2
447,0.23,0.97,0.29,0.53,0.4,0.8,2
447,0.26,1.18,0.32,0.46,0.4,0.64,2
448,0.35,1.38,0.38,0.66,0.48,1,3
448,0.35,1.38,0.45,0.62,0.78,1.3,2
448,0.31,1.38,0.42,0.59,0.6,1.3,2
448,0.31,1.06,0.42,0.59,0.78,0.8,3
448,0.35,1.17,0.4,0.59,0.48,1.3,2
448,0.31,1.17,0.35,0.62,0.6,0.8,3
448,0.42,1.17,0.45,0.59,0.48,0.8,3
448,0.42,1.38,0.46,0.62,0.78,0.8,3
448,0.35,1.17,0.45,0.62,0.6,1,2
449,0.7,2.99,0.74,1.35,1,1.8,2
449,0.52,2.24,0.62,1.41,0.8,2.34,2
449,0.52,2.99,0.64,1.49,0.8,1.44,3
449,0.52,2.49,0.64,1.49,1.3,2.34,2
449,0.58,2.49,0.66,1.49,1.3,1.44,3
449,0.58,2.24,0.66,1.49,1,2.34,2
449,0.7,2.24,0.78,1.41,0.8,1.8,3
449,0.58,2.24,0.7,1.35,1.3,1.8,3
449,0.7,2.49,0.91,1.49,1.3,1.8,3
450,0.5,1.19,0.54,0.7,0.6,1.3,2
450,0.5,1.07,0.52,0.67,0.78,1.3,2
450,0.5,1.43,0.62,0.74,0.48,1.3,2
450,0.42,1.07,0.54,0.7,0.48,0.8,2
450,0.38,1.43,0.43,0.7,0.78,1,2
450,0.38,1.19,0.5,0.67,0.48,1,2
450,0.5,1.07,0.62,0.74,0.6,0.8,2
450,0.38,1.07,0.45,0.74,0.6,1,2
450,0.42,1.43,0.49,0.67,0.6,0.8,2
451,0.62,3.41,0.66,2.02,1,2,2
451,0.62,3.41,0.8,1.94,1.62,2.6,2
451,0.56,3.41,0.74,1.88,1.25,2.6,2
451,0.56,2.8,0.74,1.88,1.62,1.6,2
451,0.62,3,0.7,1.88,1,2.6,2
451,0.56,3,0.62,1.94,1.25,1.6,2
451,0.74,3,0.78,1.88,1,1.6,2
451,0.74,3.41,0.8,1.94,1.62,1.6,2
451,0.62,3,0.8,1.94,1.25,2,2
452,0.22,0.96,0.48,0.67,0.32,0.7,1
452,0.22,0.96,0.56,0.63,0.52,0.91,1
452,0.2,0.96,0.52,0.6,0.4,0.91,1
452,0.2,0.75,0.52,0.6,0.52,0.56,1
452,0.22,0.82,0.5,0.6,0.32,0.91,1
452,0.2,0.82,0.45,0.63,0.4,0.56,1
452,0.26,0.82,0.53,0.6,0.32,0.56,1
452,0.26,0.96,0.56,0.63,0.52,0.56,1
452,0.22,0.82,0.56,0.63,0.4,0.7,1
453,0.74,2,0.82,0.71,1.6,3.25,2
453,0.74,1.82,0.78,0.63,2.08,3.25,2
453,0.74,2.36,0.99,0.81,1.28,3.25,2
453,0.62,1.82,0.86,0.71,1.28,2,2
453,0.56,2.36,0.64,0.71,2.08,2.5,2
453,0.56,2,0.78,0.63,1.28,2.5,2
453,0.74,1.82,0.99,0.81,1.6,2,2
453,0.56,1.82,0.66,0.81,1.6,2.5,2
453,0.62,2.36,0.72,0.63,1.6,2,2
454,0.62,1.93,0.66,0.5,1.15,2,2
454,0.47,1.5,0.53,0.56,0.92,2.6,2
454,0.47,1.93,0.57,0.64,0.92,1.6,3
454,0.47,1.64,0.57,0.64,1.49,2.6,3
454,0.52,1.64,0.57,0.64,1.49,1.6,3
454,0.52,1.5,0.57,0.64,1.15,2.6,3
454,0.62,1.5,0.7,0.56,0.92,2,2
454,0.52,1.5,0.62,0.5,1.49,2,2
454,0.62,1.64,0.82,0.64,1.49,2,3
455,0.4,1.46,0.45,0.55,0.56,1.2,3
455,0.4,1.46,0.53,0.49,0.91,1.56,2
455,0.36,1.46,0.5,0.44,0.7,1.56,2
455,0.36,1.14,0.5,0.44,0.91,0.96,3
455,0.4,1.25,0.46,0.44,0.56,1.56,3
455,0.36,1.25,0.42,0.49,0.7,0.96,2
455,0.48,1.25,0.5,0.44,0.56,0.96,3
455,0.48,1.46,0.53,0.49,0.91,0.96,2
455,0.4,1.25,0.53,0.49,0.7,1.2,2
456,0.63,1.2,0.7,0.94,0.44,0.9,3
456,0.63,1.2,0.8,0.92,0.71,1.17,2
456,0.57,1.2,0.76,0.9,0.55,1.17,2
456,0.57,0.95,0.76,0.9,0.71,0.72,3
456,0.63,1.03,0.71,0.9,0.44,1.17,3
456,0.57,1.03,0.63,0.92,0.55,0.72,3
456,0.76,1.03,0.83,0.9,0.44,0.72,3
456,0.76,1.2,0.83,0.92,0.71,0.72,3
456,0.63,1.03,0.8,0.92,0.55,0.9,3
457,0.6,0.89,0.76,0.34,0.45,0.91,2
457,0.6,0.82,0.68,0.31,0.58,0.91,1
457,0.6,1.03,0.86,0.38,0.36,0.91,3
457,0.5,0.82,0.76,0.34,0.36,0.56,3
457,0.45,1.03,0.52,0.34,0.58,0.7,2
457,0.45,0.89,0.68,0.31,0.36,0.7,2
457,0.6,0.82,0.86,0.38,0.45,0.56,3
457,0.45,0.82,0.57,0.38,0.45,0.7,2
457,0.5,1.03,0.63,0.31,0.45,0.56,2
458,0.96,1.2,1.06,0.65,0.6,1.3,2
458,0.96,1.09,0.99,0.62,0.78,1.3,2
458,0.96,1.42,1.23,0.69,0.48,1.3,3
458,0.8,1.09,1.06,0.65,0.48,0.8,3
458,0.72,1.42,0.83,0.65,0.78,1,2
458,0.72,1.2,0.98,0.62,0.48,1,3
458,0.96,1.09,1.23,0.69,0.6,0.8,3
458,0.72,1.09,0.9,0.69,0.6,1,2
458,0.8,1.42,0.95,0.62,0.6,0.8,2
459,1.11,2.22,1.23,0.9,0.76,1.7,3
459,1.11,2.22,1.49,0.82,1.23,2.21,2
459,1,2.22,1.39,0.76,0.95,2.21,2
459,1,1.71,1.39,0.76,1.23,1.36,2
459,1.11,1.88,1.32,0.76,0.76,2.21,2
459,1,1.88,1.14,0.82,0.95,1.36,2
459,1.33,1.88,1.44,0.76,0.76,1.36,3
459,1.33,2.22,1.49,0.82,1.23,1.36,3
459,1.11,1.88,1.49,0.82,0.95,1.7,3
460,0.43,1.63,0.5,1.24,0.24,0.4,3
460,0.43,1.63,0.62,1.22,0.39,0.52,3
460,0.39,1.63,0.57,1.2,0.3,0.52,3
460,0.39,1.38,0.57,1.2,0.39,0.32,3
460,0.43,1.46,0.53,1.2,0.24,0.52,3
460,0.39,1.46,0.45,1.22,0.3,0.32,3
460,0.52,1.46,0.58,1.2,0.24,0.32,3
460,0.52,1.63,0.63,1.22,0.39,0.32,3
460,0.43,1.46,0.62,1.22,0.3,0.4,3
461,0.6,0.89,0.76,0.34,0.35,0.91,2
461,0.6,0.82,0.68,0.31,0.45,0.91,2
461,0.6,1.03,0.86,0.38,0.28,0.91,3
461,0.5,0.82,0.76,0.34,0.28,0.56,3
461,0.45,1.03,0.52,0.34,0.45,0.7,2
461,0.45,0.89,0.68,0.31,0.28,0.7,2
461,0.6,0.82,0.86,0.38,0.35,0.56,3
461,0.45,0.82,0.57,0.38,0.35,0.7,2
461,0.5,1.03,0.63,0.31,0.35,0.56,3
462,0.62,1.26,0.76,0.71,0.4,0.91,3
462,0.62,1.14,0.71,0.68,0.52,0.91,3
462,0.62,1.49,0.9,0.75,0.32,0.91,3
462,0.52,1.14,0.8,0.71,0.32,0.56,3
462,0.47,1.49,0.53,0.71,0.52,0.7,3
462,0.47,1.26,0.7,0.68,0.32,0.7,3
462,0.62,1.14,0.9,0.75,0.4,0.56,3
462,0.47,1.14,0.58,0.75,0.4,0.7,3
462,0.52,1.49,0.65,0.68,0.4,0.56,3
463,0.64,1.45,0.8,0.9,0.4,0.91,3
463,0.64,1.38,0.76,0.87,0.52,0.91,2
463,0.64,1.59,0.9,0.94,0.32,0.91,3
463,0.53,1.38,0.8,0.9,0.32,0.56,3
463,0.48,1.59,0.57,0.9,0.52,0.7,2
463,0.48,1.45,0.71,0.87,0.32,0.7,3
463,0.64,1.38,0.9,0.94,0.4,0.56,3
463,0.48,1.38,0.62,0.94,0.4,0.7,2
463,0.53,1.59,0.68,0.87,0.4,0.56,2
464,0.84,0.92,0.98,0.37,0.55,1.17,2
464,0.84,0.85,0.91,0.34,0.71,1.17,2
464,0.84,1.06,1.11,0.41,0.44,1.17,3
464,0.7,0.85,0.98,0.37,0.44,0.72,1
464,0.63,1.06,0.76,0.37,0.71,0.9,2
464,0.63,0.92,0.91,0.34,0.44,0.9,3
464,0.84,0.85,1.11,0.41,0.55,0.72,3
464,0.63,0.85,0.8,0.41,0.55,0.9,1
464,0.7,1.06,0.86,0.34,0.55,0.72,2
465,1.48,2,1.65,0.71,1.2,2.73,2
465,1.48,1.82,1.56,0.63,1.56,2.73,2
465,1.48,2.36,1.98,0.81,0.96,2.73,3
465,1.23,1.82,1.72,0.71,0.96,1.68,3
465,1.11,2.36,1.28,0.71,1.56,2.1,2
465,1.11,2,1.56,0.63,0.96,2.1,2
465,1.48,1.82,1.98,0.81,1.2,1.68,3
465,1.11,1.82,1.32,0.81,1.2,2.1,2
465,1.23,2.36,1.44,0.63,1.2,1.68,2
466,1,1.3,1.03,0.6,0.6,1,3
466,0.75,1.03,0.86,0.63,0.48,1.3,2
466,0.75,1.3,0.9,0.67,0.48,0.8,3
466,0.75,1.12,0.9,0.67,0.78,1.3,2
466,0.83,1.12,0.91,0.67,0.78,0.8,3
466,0.83,1.03,0.91,0.67,0.6,1.3,2
466,1,1.03,1.08,0.63,0.48,1,3
466,0.83,1.03,0.95,0.6,0.78,1,3
466,1,1.12,1.23,0.67,0.78,1,3
467,0.91,1.19,1.03,0.64,0.7,1.3,2
467,0.91,1.08,0.98,0.61,0.91,1.3,2
467,0.91,1.41,1.16,0.68,0.56,1.3,3
467,0.76,1.08,1.03,0.64,0.56,0.8,3
467,0.68,1.41,0.8,0.64,0.91,1,2
467,0.68,1.19,0.95,0.61,0.56,1,3
467,0.91,1.08,1.16,0.68,0.7,0.8,3
467,0.68,1.08,0.86,0.68,0.7,1,2
467,0.76,1.41,0.91,0.61,0.7,0.8,2
468,1.03,1.91,1.03,1.03,0.95,1.4,3
468,0.77,1.46,0.86,1.06,0.76,1.82,3
468,0.77,1.91,0.9,1.1,0.76,1.12,3
468,0.77,1.61,0.9,1.1,1.23,1.82,2
468,0.86,1.61,0.91,1.1,1.23,1.12,3
468,0.86,1.46,0.91,1.1,0.95,1.82,2
468,1.03,1.46,1.06,1.06,0.76,1.4,3
468,0.86,1.46,0.95,1.03,1.23,1.4,2
468,1.03,1.61,1.16,1.1,1.23,1.4,3
469,0.4,0.54,0.5,0.3,0.3,0.65,2
469,0.4,0.51,0.45,0.28,0.39,0.65,2
469,0.4,0.61,0.62,0.32,0.24,0.65,3
469,0.33,0.51,0.52,0.3,0.24,0.4,3
469,0.3,0.61,0.37,0.3,0.39,0.5,2
469,0.3,0.54,0.45,0.28,0.24,0.5,3
469,0.4,0.51,0.62,0.32,0.3,0.4,3
469,0.3,0.51,0.38,0.32,0.3,0.5,2
469,0.33,0.61,0.42,0.28,0.3,0.4,2
470,1.33,1.89,1.49,0.81,1.35,2.21,2
470,1.33,1.71,1.44,0.75,1.75,2.21,2
470,1.33,2.25,1.72,0.89,1.08,2.21,2
470,1.11,1.71,1.49,0.81,1.08,1.36,2
470,1,2.25,1.14,0.81,1.75,1.7,2
470,1,1.89,1.39,0.75,1.08,1.7,2
470,1.33,1.71,1.72,0.89,1.35,1.36,3
470,1,1.71,1.23,0.89,1.35,1.7,3
470,1.11,2.25,1.32,0.75,1.35,1.36,2
471,1.06,2.27,1.23,0.91,0.88,1.7,3
471,1.06,2.27,1.44,0.83,1.43,2.21,2
471,0.95,2.27,1.32,0.77,1.1,2.21,2
471,0.95,1.73,1.32,0.77,1.43,1.36,2
471,1.06,1.91,1.28,0.77,0.88,2.21,2
471,0.95,1.91,1.11,0.83,1.1,1.36,2
471,1.27,1.91,1.39,0.77,0.88,1.36,3
471,1.27,2.27,1.44,0.83,1.43,1.36,2
471,1.06,1.91,1.44,0.83,1.1,1.7,2
472,1.3,1.67,1.39,1.12,1.1,2.21,2
472,1.3,1.51,1.32,1.09,1.43,2.21,2
472,1.3,1.98,1.56,1.16,0.88,2.21,3
472,1.08,1.51,1.32,1.12,0.88,1.36,3
472,0.97,1.98,1.08,1.12,1.43,1.7,2
472,0.97,1.67,1.23,1.09,0.88,1.7,3
472,1.3,1.51,1.56,1.16,1.1,1.36,2
472,0.97,1.51,1.11,1.16,1.1,1.7,2
472,1.08,1.98,1.23,1.09,1.1,1.36,2
473,1.93,3.88,2.1,2.8,1.65,2.99,2
473,1.93,3.55,1.98,2.74,2.14,2.99,2
473,1.93,4.54,2.31,2.88,1.32,2.99,3
473,1.61,3.55,1.98,2.8,1.32,1.84,3
473,1.45,4.54,1.61,2.8,2.14,2.3,2
473,1.45,3.88,1.82,2.74,1.32,2.3,3
473,1.93,3.55,2.31,2.88,1.65,1.84,3
473,1.45,3.55,1.65,2.88,1.65,2.3,2
473,1.61,4.54,1.82,2.74,1.65,1.84,3
474,0.53,1.18,0.63,0.51,0.32,0.7,3
474,0.53,1.18,0.8,0.47,0.52,0.91,3
474,0.48,1.18,0.71,0.44,0.4,0.91,1
474,0.48,0.94,0.71,0.44,0.52,0.56,3
474,0.53,1.02,0.68,0.44,0.32,0.91,3
474,0.48,1.02,0.57,0.47,0.4,0.56,2
474,0.64,1.02,0.76,0.44,0.32,0.56,3
474,0.64,1.18,0.8,0.47,0.52,0.56,3
474,0.53,1.02,0.8,0.47,0.4,0.7,3
475,0.8,1.46,0.9,0.55,0.64,1.1,2
475,0.8,1.46,1.06,0.49,1.04,1.43,2
475,0.72,1.46,0.99,0.44,0.8,1.43,2
475,0.72,1.14,0.99,0.44,1.04,0.88,2
475,0.8,1.25,0.91,0.44,0.64,1.43,2
475,0.72,1.25,0.83,0.49,0.8,0.88,3
475,0.96,1.25,0.99,0.44,0.64,0.88,3
475,0.96,1.46,1.06,0.49,1.04,0.88,3
475,0.8,1.25,1.06,0.49,0.8,1.1,3
476,1.37,10.22,1.44,7.85,1.3,2,2
476,1.03,7.88,1.14,7.9,1.04,2.6,2
476,1.03,10.22,1.23,7.96,1.04,1.6,2
476,1.03,8.66,1.23,7.96,1.69,2.6,2
476,1.14,8.66,1.28,7.96,1.69,1.6,2
476,1.14,7.88,1.28,7.96,1.3,2.6,2
476,1.37,7.88,1.49,7.9,1.04,2,2
476,1.14,7.88,1.28,7.85,1.69,2,2
476,1.37,8.66,1.65,7.96,1.69,2,2
477,0.89,1.75,0.9,1.2,0.6,1.3,3
477,0.89,1.6,0.88,1.17,0.78,1.3,2
477,0.89,2.05,0.97,1.24,0.48,1.3,3
477,0.74,1.6,0.88,1.2,0.48,0.8,3
477,0.67,2.05,0.74,1.2,0.78,1,2
477,0.67,1.75,0.81,1.17,0.48,1,3
477,0.89,1.6,0.97,1.24,0.6,0.8,3
477,0.67,1.6,0.76,1.24,0.6,1,3
477,0.74,2.05,0.81,1.17,0.6,0.8,3
478,1.05,2.36,1.18,0.81,1.32,1.9,2
478,1.05,2.36,1.46,0.71,2.14,2.47,2
478,0.94,2.36,1.33,0.63,1.65,2.47,2
478,0.94,1.82,1.33,0.63,2.14,1.52,3
478,1.05,2,1.22,0.63,1.32,2.47,2
478,0.94,2,1.09,0.71,1.65,1.52,3
478,1.26,2,1.33,0.63,1.32,1.52,3
478,1.26,2.36,1.4,0.71,2.14,1.52,3
478,1.05,2,1.46,0.71,1.65,1.9,2
479,0.29,0.61,0.34,0.32,0.24,0.4,2
479,0.29,0.61,0.44,0.3,0.39,0.52,2
479,0.26,0.61,0.38,0.28,0.3,0.52,2
479,0.26,0.51,0.38,0.28,0.39,0.32,2
479,0.29,0.54,0.36,0.28,0.24,0.52,2
479,0.26,0.54,0.32,0.3,0.3,0.32,2
479,0.35,0.54,0.38,0.28,0.24,0.32,2
479,0.35,0.61,0.42,0.3,0.39,0.32,2
479,0.29,0.54,0.44,0.3,0.3,0.4,2
480,1.26,2.36,1.33,0.63,1.25,2.1,2
480,0.94,1.82,1.09,0.71,1,2.73,2
480,0.94,2.36,1.12,0.81,1,1.68,2
480,0.94,2,1.12,0.81,1.62,2.73,2
480,1.05,2,1.18,0.81,1.62,1.68,2
480,1.05,1.82,1.18,0.81,1.25,2.73,2
480,1.26,1.82,1.4,0.71,1,2.1,2
480,1.05,1.82,1.22,0.63,1.62,2.1,2
480,1.26,2,1.68,0.81,1.62,2.1,2
481,0.29,0.61,0.34,0.32,0.28,0.4,3
481,0.29,0.61,0.44,0.3,0.45,0.52,2
481,0.26,0.61,0.38,0.28,0.35,0.52,2
481,0.26,0.51,0.38,0.28,0.45,0.32,3
481,0.29,0.54,0.36,0.28,0.28,0.52,2
481,0.26,0.54,0.32,0.3,0.35,0.32,3
481,0.35,0.54,0.38,0.28,0.28,0.32,3
481,0.35,0.61,0.42,0.3,0.45,0.32,3
481,0.29,0.54,0.44,0.3,0.35,0.4,3
482,1.08,3.03,1.18,1.53,1.1,1.7,3
482,0.81,2.49,0.94,1.59,0.88,2.21,2
482,0.81,3.03,0.99,1.67,0.88,1.36,3
482,0.81,2.67,0.99,1.67,1.43,2.21,2
482,0.9,2.67,1.05,1.67,1.43,1.36,3
482,0.9,2.49,1.05,1.67,1.1,2.21,2
482,1.08,2.49,1.22,1.59,0.88,1.7,3
482,0.9,2.49,1.09,1.53,1.43,1.7,2
482,1.08,2.67,1.46,1.67,1.43,1.7,2
483,0.82,1.29,0.9,0.74,0.7,1.3,2
483,0.82,1.16,0.84,0.71,0.91,1.3,2
483,0.82,1.55,1.05,0.78,0.56,1.3,2
483,0.68,1.16,0.9,0.74,0.56,0.8,3
483,0.61,1.55,0.71,0.74,0.91,1,2
483,0.61,1.29,0.84,0.71,0.56,1,2
483,0.82,1.16,1.05,0.78,0.7,0.8,2
483,0.61,1.16,0.74,0.78,0.7,1,3
483,0.68,1.55,0.78,0.71,0.7,0.8,2
484,0.36,1.19,0.56,0.93,0.24,0.6,3
484,0.36,1.19,0.68,0.9,0.39,0.78,2
484,0.32,1.19,0.6,0.88,0.3,0.78,2
484,0.32,0.92,0.6,0.88,0.39,0.48,3
484,0.36,1.01,0.58,0.88,0.24,0.78,2
484,0.32,1.01,0.5,0.9,0.3,0.48,3
484,0.43,1.01,0.65,0.88,0.24,0.48,3
484,0.43,1.19,0.68,0.9,0.39,0.48,3
484,0.36,1.01,0.68,0.9,0.3,0.6,3
485,0.82,1.68,0.84,0.61,0.75,1.1,2
485,0.61,1.29,0.71,0.66,0.6,1.43,2
485,0.61,1.68,0.76,0.72,0.6,0.88,3
485,0.61,1.42,0.76,0.72,0.97,1.43,2
485,0.68,1.42,0.76,0.72,0.97,0.88,2
485,0.68,1.29,0.76,0.72,0.75,1.43,2
485,0.82,1.29,0.9,0.66,0.6,1.1,2
485,0.68,1.29,0.81,0.61,0.97,1.1,2
485,0.82,1.42,1.05,0.72,0.97,1.1,3
486,0.9,2.77,1.05,1.41,1,1.7,2
486,0.9,2.77,1.27,1.33,1.62,2.21,2
486,0.81,2.77,1.18,1.27,1.25,2.21,2
486,0.81,2.23,1.18,1.27,1.62,1.36,2
486,0.9,2.41,1.09,1.27,1,2.21,2
486,0.81,2.41,0.94,1.33,1.25,1.36,2
486,1.08,2.41,1.18,1.27,1,1.36,2
486,1.08,2.77,1.22,1.33,1.62,1.36,2
486,0.9,2.41,1.27,1.33,1.25,1.7,2
487,0.9,2.27,1.05,0.89,0.84,1.7,2
487,0.9,2.27,1.22,0.81,1.36,2.21,2
487,0.81,2.27,1.12,0.75,1.05,2.21,2
487,0.81,1.7,1.12,0.75,1.36,1.36,2
487,0.9,1.89,1.09,0.75,0.84,2.21,2
487,0.81,1.89,0.94,0.81,1.05,1.36,2
487,1.08,1.89,1.18,0.75,0.84,1.36,2
487,1.08,2.27,1.22,0.81,1.36,1.36,2
487,0.9,1.89,1.22,0.81,1.05,1.7,2
488,0.42,1.03,0.5,0.38,0.36,0.7,2
488,0.42,1.03,0.65,0.34,0.58,0.91,2
488,0.38,1.03,0.58,0.31,0.45,0.91,2
488,0.38,0.82,0.58,0.31,0.58,0.56,2
488,0.42,0.89,0.54,0.31,0.36,0.91,2
488,0.38,0.89,0.44,0.34,0.45,0.56,2
488,0.5,0.89,0.58,0.31,0.36,0.56,2
488,0.5,1.03,0.65,0.34,0.58,0.56,2
488,0.42,0.89,0.65,0.34,0.45,0.7,2
489,1.05,2.75,1.12,1.31,1.08,2,2
489,1.05,2.75,1.37,1.23,1.75,2.6,2
489,0.94,2.75,1.27,1.17,1.35,2.6,2
489,0.94,2.09,1.27,1.17,1.75,1.6,2
489,1.05,2.31,1.22,1.17,1.08,2.6,2
489,0.94,2.31,1.09,1.23,1.35,1.6,2
489,1.26,2.31,1.33,1.17,1.08,1.6,2
489,1.26,2.75,1.37,1.23,1.75,1.6,2
489,1.05,2.31,1.37,1.23,1.35,2,2
490,1.16,2.16,1.33,1.08,1.15,2.34,2
490,1.16,1.99,1.22,1.02,1.49,2.34,2
490,1.16,2.5,1.5,1.16,0.92,2.34,3
490,0.97,1.99,1.33,1.08,0.92,1.44,3
490,0.87,2.5,0.99,1.08,1.49,1.8,2
490,0.87,2.16,1.22,1.02,0.92,1.8,2
490,1.16,1.99,1.5,1.16,1.15,1.44,2
490,0.87,1.99,1.05,1.16,1.15,1.8,2
490,0.97,2.5,1.12,1.02,1.15,1.44,3
491,0.89,1.69,0.92,0.85,0.7,1.2,2
491,0.67,1.3,0.76,0.88,0.56,1.56,2
491,0.67,1.69,0.78,0.92,0.56,0.96,3
491,0.67,1.43,0.78,0.92,0.91,1.56,2
491,0.74,1.43,0.81,0.92,0.91,0.96,3
491,0.74,1.3,0.81,0.92,0.7,1.56,2
491,0.89,1.3,0.94,0.88,0.56,1.2,2
491,0.74,1.3,0.84,0.85,0.91,1.2,2
491,0.89,1.43,1.09,0.92,0.91,1.2,2
492,1.1,2.65,1.18,1.16,1.05,1.8,2
492,0.83,2.12,0.97,1.22,0.84,2.34,2
492,0.83,2.65,1.05,1.3,0.84,1.44,3
492,0.83,2.3,1.05,1.3,1.36,2.34,2
492,0.92,2.3,1.05,1.3,1.36,1.44,3
492,0.92,2.12,1.05,1.3,1.05,2.34,2
492,1.1,2.12,1.27,1.22,0.84,1.8,2
492,0.92,2.12,1.09,1.16,1.36,1.8,2
492,1.1,2.3,1.46,1.3,1.36,1.8,2
493,0.78,1.18,0.81,0.42,0.6,0.9,3
493,0.58,0.91,0.68,0.45,0.48,1.17,2
493,0.58,1.18,0.71,0.49,0.48,0.72,3
493,0.58,1,0.71,0.49,0.78,1.17,2
493,0.65,1,0.71,0.49,0.78,0.72,3
493,0.65,0.91,0.71,0.49,0.6,1.17,2
493,0.78,0.91,0.84,0.45,0.48,0.9,3
493,0.65,0.91,0.76,0.42,0.78,0.9,2
493,0.78,1,0.97,0.49,0.78,0.9,2
494,0.9,2.3,0.97,1.23,1.24,1.9,2
494,0.9,2.3,1.12,1.17,2.01,2.47,2
